system,driver_file,driver_base,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","\SystemRoot\System32\drivers\rdpdr.sys","0xFFFFF8064C2D0000","C:\Windows\System32\drivers\","rdpdr.sys","167424","0x20","ARCHIVE","2019-03-12T06:33:32Z","2023-10-06T17:44:25Z","2019-03-12T06:33:32Z","Microsoft Corporation","Microsoft RDP Device redirector","10.0.17763.1 (WinBuild.160101.0800)","RDPDR.SYS","&#169; Microsoft Corporation. All rights reserved.","RDPDR.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c430e3c43a471c7a4314ec20a0ee5846","463384032e693fdc9e256e61dce29d94ffe6dcbb","693d560d6cb8bb0633e6530053fceb2dfebf468df40b2c94f0100f7b50215319"
"CrowdResponse","\SystemRoot\system32\drivers\tsusbhub.sys","0xFFFFF8064C300000","C:\Windows\system32\drivers\","tsusbhub.sys","131072","0x20","ARCHIVE","2018-09-15T07:37:04Z","2023-10-06T17:44:27Z","2018-09-15T17:41:02Z","Microsoft Corporation","Remote Desktop USB Hub","10.0.17763.1 (WinBuild.160101.0800)","TsUsbHub.sys","&#169; Microsoft Corporation. All rights reserved.","TsUsbHub.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","06de25d00da359742445b525229e9929","3c283dfe2f8ac5b8a43c2ef8f0d3c6e574109171","cf9cc53043fd8fc6bf81b68d1b3703b1ff53004b249925baadd3723d1a3a4d00"
"CrowdResponse","\SystemRoot\System32\drivers\BTHUSB.sys","0xFFFFF8064C330000","C:\Windows\System32\drivers\","BTHUSB.sys","92672","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:21Z","2018-09-15T07:28:19Z","Microsoft Corporation","Bluetooth Miniport Driver","10.0.17763.1 (WinBuild.160101.0800)","bthusb.sys","&#169; Microsoft Corporation. All rights reserved.","bthusb.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8fa206a2891883e610b8501cf9880f07","d0a46e71bd9960681197bfa1e90e8b8193d311e9","f0da85ec2900906833f18135d0010d1cf393ca9c34aaf7f8434b10898f51a563"
"CrowdResponse","\SystemRoot\System32\drivers\bthport.sys","0xFFFFF80649100000","C:\Windows\System32\drivers\","bthport.sys","1221120","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:21Z","2019-03-12T06:32:58Z","Microsoft Corporation","Bluetooth Bus Driver","10.0.17763.1 (WinBuild.160101.0800)","bthport.sys","&#169; Microsoft Corporation. All rights reserved.","bthport.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","bd331e3e494912fb55d577539e7f0a28","0977e46b072bc7df06951d810d141288c5d1fc0c","584de892b36a11c57958e7730d4945128e0d0b94e29a93a17fdf77b3d2a715e9"
"CrowdResponse","\SystemRoot\System32\drivers\rfcomm.sys","0xFFFFF8064C370000","C:\Windows\System32\drivers\","rfcomm.sys","202240","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:26Z","2018-09-15T07:28:19Z","Microsoft Corporation","Bluetooth RFCOMM Driver","10.0.17763.1 (WinBuild.160101.0800)","rfcomm.sys","&#169; Microsoft Corporation. All rights reserved.","rfcomm.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d8d7feed713c25f089ce0768c266eaa1","0437793f78f1676b267921f7a56fc2b23b91e32e","c404ed841d47e0041cf7cb2e7dac99fc383655297bbb50247c1ee7757dc7fcfd"
"CrowdResponse","\SystemRoot\System32\drivers\BthEnum.sys","0xFFFFF8064C3B0000","C:\Windows\System32\drivers\","BthEnum.sys","111104","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:20Z","2019-03-12T06:32:58Z","Microsoft Corporation","Bluetooth Bus Extender","10.0.17763.1 (WinBuild.160101.0800)","bthenum.SYS","&#169; Microsoft Corporation. All rights reserved.","bthenum.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","0a40527b981a83d705b6976e9f3a4236","792f495c293b379f8c518a9f42345e9bfca71033","7dc9d5798cd60e9e8d2c148e2ad40423fd0ad994e3af19ec268d62811bae0e79"
"CrowdResponse","\SystemRoot\System32\drivers\bthpan.sys","0xFFFFF8064C3E0000","C:\Windows\System32\drivers\","bthpan.sys","133120","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:21Z","2018-09-15T07:28:19Z","Microsoft Corporation","Bluetooth Personal Area Networking","10.0.17763.1 (WinBuild.160101.0800)","bthpan.sys","&#169; Microsoft Corporation. All rights reserved.","bthpan.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","451193c2ec533818b7474d2b24623836","e5c722d21302316d503d619659e2c72dc527832f","7770a2b7947c8b2fb6fd002727a5cd9eb28471663c2bdc055613429abbc6a047"
"CrowdResponse","\SystemRoot\System32\cdd.dll","0xFFFF8DDBE8300000","C:\Windows\System32\","cdd.dll","266240","0x20","ARCHIVE","2018-09-15T07:28:32Z","2023-10-06T17:46:23Z","2018-09-15T07:28:32Z","Microsoft Corporation","Canonical Display Driver","10.0.17763.1 (WinBuild.160101.0800)","cdd.dll","&#169; Microsoft Corporation. All rights reserved.","cdd.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","41a13529436ada43e9b805cbe36a2b3e","760ed02c56712f9819ea8e4bf311bc7a572a6760","c78621e53e1e92586039285014864c04afd2f7e4ac90f4e1a80405a60144bad0"
"CrowdResponse","\SystemRoot\System32\drivers\terminpt.sys","0xFFFFF8064C410000","C:\Windows\System32\drivers\","terminpt.sys","38944","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","Terminal Server Input Driver","10.0.17763.1 (WinBuild.160101.0800)","terminpt.sys","&#169; Microsoft Corporation. All rights reserved.","terminpt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","dc451f4dc01e116c35121ebd6813618e","a41f3168dfe4ff5de009fe90fae1728d710350a5","0a727d884164ba5a45679b6bb7c67d10a22b2e2203709accfb20c7086bf38f80"
"CrowdResponse","\SystemRoot\System32\drivers\monitor.sys","0xFFFFF8064C590000","C:\Windows\System32\drivers\","monitor.sys","61952","0x20","ARCHIVE","2018-09-15T07:28:16Z","2023-10-06T17:44:24Z","2018-09-15T07:28:16Z","Microsoft Corporation","Monitor Driver","10.0.17763.1 (WinBuild.160101.0800)","monitor.sys","&#169; Microsoft Corporation. All rights reserved.","monitor.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","753917ae790f884ee62d5e1f8ebfcc44","3f400ce63ca49266318165102c8c1c23c458ebf3","73413cf9be955a794172086b842b07b7e293896d11428425544a6899631dc2d2"
"CrowdResponse","\??\C:\Windows\system32\Drivers\PROCEXP152.SYS","0xFFFFF8064C5B0000","C:\Windows\system32\Drivers\","PROCEXP152.SYS","43224","0x20","ARCHIVE","2023-10-06T17:44:06Z","2023-10-06T17:44:06Z","2023-10-06T17:44:06Z","Sysinternals - www.sysinternals.com","Process Explorer","15.00","procexp.sys","Copyright (C) Mark Russinovich 1996-2014","procexp.Sys","Process Explorer","15.00","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Hardware Compatibility Publisher","Embedded","9b9d367cb53df0a2e0850760c840d016","631fdd1ef2d6f2d98e36f8fc7adbf90fbfb0a1e8","f29073dc99cb52fa890aae80037b48a172138f112474a1aecddae21179c93478"
